design,card,domain,combo,perm,choiceset,option_1,option_2,option_3,option_4,response,order,gender,educ,region,race,age_cross
691,6,6,5,10,db,4,2,,,2,13,2,6,2,2,2
691,7,7,1,2,ba,2,1,,,2,16,2,6,2,2,2
691,8,8,11,54,cdba,3,4,2,1,1,10,2,6,2,2,2
691,9,9,2,4,ca,3,1,,,1,11,2,6,2,2,2
691,10,10,6,11,cd,3,4,,,3,4,2,6,2,2,2
691,11,11,10,32,bdc,2,4,3,,4,1,2,6,2,2,2
691,12,12,7,15,bac,2,1,3,,3,8,2,6,2,2,2
691,13,13,10,31,bcd,2,3,4,,3,12,2,6,2,2,2
691,14,14,7,16,bca,2,3,1,,1,6,2,6,2,2,2
691,15,15,11,41,adbc,1,4,2,3,4,15,2,6,2,2,2
691,16,16,2,3,ac,1,3,,,3,14,2,6,2,2,2
691,17,1,4,8,cb,3,2,,,3,21,2,6,2,2,2
691,18,2,9,29,dac,4,1,3,,1,18,2,6,2,2,2
691,19,3,1,2,ba,2,1,,,1,23,2,6,2,2,2
691,20,4,1,2,ba,2,1,,,2,25,2,6,2,2,2
691,21,5,11,54,cdba,3,4,2,1,2,19,2,6,2,2,2
691,22,6,7,16,bca,2,3,1,,2,29,2,6,2,2,2
691,23,7,10,32,bdc,2,4,3,,3,32,2,6,2,2,2
691,24,8,4,7,bc,2,3,,,2,26,2,6,2,2,2
691,25,9,11,42,adcb,1,4,3,2,2,27,2,6,2,2,2
691,26,10,11,43,bacd,2,1,3,4,2,20,2,6,2,2,2
691,27,11,2,4,ca,3,1,,,1,17,2,6,2,2,2
691,28,12,9,29,dac,4,1,3,,4,24,2,6,2,2,2
691,29,13,9,27,cad,3,1,4,,3,28,2,6,2,2,2
691,30,14,3,5,ad,1,4,,,4,22,2,6,2,2,2
691,31,15,3,6,da,4,1,,,4,31,2,6,2,2,2
691,32,16,8,22,bda,2,4,1,,2,30,2,6,2,2,2
692,1,1,3,5,ad,1,4,,,1,31,1,1,4,3,1
692,2,2,8,20,adb,1,4,2,,1,23,1,1,4,3,1
692,3,3,5,9,bd,2,4,,,2,20,1,1,4,3,1
692,4,4,11,40,acdb,1,3,4,2,3,26,1,1,4,3,1
692,5,5,10,31,bcd,2,3,4,,3,17,1,1,4,3,1
692,6,6,2,4,ca,3,1,,,3,25,1,1,4,3,1
692,7,7,4,7,bc,2,3,,,2,28,1,1,4,3,1
692,8,8,1,2,ba,2,1,,,2,18,1,1,4,3,1
692,9,9,10,31,bcd,2,3,4,,2,27,1,1,4,3,1
692,10,10,8,21,bad,2,1,4,,4,32,1,1,4,3,1
692,11,11,5,9,bd,2,4,,,2,24,1,1,4,3,1
692,12,12,6,11,cd,3,4,,,3,19,1,1,4,3,1
692,13,13,3,5,ad,1,4,,,4,30,1,1,4,3,1
692,14,14,4,8,cb,3,2,,,3,22,1,1,4,3,1
692,15,15,8,19,abd,1,2,4,,1,29,1,1,4,3,1
692,16,16,11,37,abcd,1,2,3,4,3,21,1,1,4,3,1
692,17,1,7,17,cab,3,1,2,,3,15,1,1,4,3,1
692,18,2,3,5,ad,1,4,,,1,7,1,1,4,3,1
692,19,3,6,12,dc,4,3,,,4,4,1,1,4,3,1
692,20,4,2,4,ca,3,1,,,3,10,1,1,4,3,1
692,21,5,9,28,cda,3,4,1,,3,1,1,1,4,3,1
692,22,6,4,7,bc,2,3,,,2,9,1,1,4,3,1
692,23,7,2,3,ac,1,3,,,1,12,1,1,4,3,1
692,24,8,3,5,ad,1,4,,,1,2,1,1,4,3,1
692,25,9,11,46,bcda,2,3,4,1,1,11,1,1,4,3,1
692,26,10,9,28,cda,3,4,1,,4,16,1,1,4,3,1
692,27,11,11,52,cbda,3,2,4,1,2,8,1,1,4,3,1
692,28,12,1,2,ba,2,1,,,2,3,1,1,4,3,1
692,29,13,1,1,ab,1,2,,,1,14,1,1,4,3,1
692,30,14,6,11,cd,3,4,,,3,6,1,1,4,3,1
692,31,15,7,15,bac,2,1,3,,3,13,1,1,4,3,1
692,32,16,4,8,cb,3,2,,,3,5,1,1,4,3,1
693,1,1,4,7,bc,2,3,,,3,32,2,2,2,1,1
693,2,2,8,24,dba,4,2,1,,1,30,2,2,2,1,1
693,3,3,8,21,bad,2,1,4,,2,26,2,2,2,1,1
693,4,4,8,20,adb,1,4,2,,1,29,2,2,2,1,1
693,5,5,1,1,ab,1,2,,,1,17,2,2,2,1,1
693,6,6,10,32,bdc,2,4,3,,2,31,2,2,2,1,1
693,7,7,4,8,cb,3,2,,,2,19,2,2,2,1,1
693,8,8,7,15,bac,2,1,3,,2,28,2,2,2,1,1
693,9,9,3,6,da,4,1,,,4,27,2,2,2,1,1
693,10,10,4,7,bc,2,3,,,2,18,2,2,2,1,1
693,11,11,10,34,cdb,3,4,2,,2,21,2,2,2,1,1
693,12,12,8,20,adb,1,4,2,,4,24,2,2,2,1,1
693,13,13,8,22,bda,2,4,1,,2,23,2,2,2,1,1
693,14,14,6,11,cd,3,4,,,4,22,2,2,2,1,1
693,15,15,3,5,ad,1,4,,,1,25,2,2,2,1,1
693,16,16,7,18,cba,3,2,1,,3,20,2,2,2,1,1
693,17,1,2,3,ac,1,3,,,1,16,2,2,2,1,1
693,18,2,1,2,ba,2,1,,,1,14,2,2,2,1,1
693,19,3,2,4,ca,3,1,,,3,10,2,2,2,1,1
693,20,4,3,6,da,4,1,,,1,13,2,2,2,1,1
693,21,5,2,4,ca,3,1,,,3,1,2,2,2,1,1
693,22,6,7,16,bca,2,3,1,,1,15,2,2,2,1,1
693,23,7,6,12,dc,4,3,,,4,3,2,2,2,1,1
693,24,8,3,5,ad,1,4,,,4,12,2,2,2,1,1
693,25,9,7,17,cab,3,1,2,,3,11,2,2,2,1,1
693,26,10,10,31,bcd,2,3,4,,2,2,2,2,2,1,1
693,27,11,1,2,ba,2,1,,,2,5,2,2,2,1,1
693,28,12,10,36,dcb,4,3,2,,4,8,2,2,2,1,1
693,29,13,10,32,bdc,2,4,3,,2,7,2,2,2,1,1
693,30,14,4,8,cb,3,2,,,2,6,2,2,2,1,1
693,31,15,1,1,ab,1,2,,,1,9,2,2,2,1,1
693,32,16,11,46,bcda,2,3,4,1,2,4,2,2,2,1,1
694,1,1,3,5,ad,1,4,,,4,6,1,5,1,1,2
694,2,2,9,25,acd,1,3,4,,1,14,1,5,1,1,2
694,3,3,9,28,cda,3,4,1,,4,8,1,5,1,1,2
694,4,4,7,14,acb,1,3,2,,3,12,1,5,1,1,2
694,5,5,1,2,ba,2,1,,,2,13,1,5,1,1,2
694,6,6,8,23,dab,4,1,2,,1,7,1,5,1,1,2
694,7,7,7,17,cab,3,1,2,,1,10,1,5,1,1,2
694,8,8,10,35,dbc,4,2,3,,4,16,1,5,1,1,2
694,9,9,11,42,adcb,1,4,3,2,1,11,1,5,1,1,2
694,10,10,8,20,adb,1,4,2,,2,15,1,5,1,1,2
694,11,11,10,33,cbd,3,2,4,,4,2,1,5,1,1,2
694,12,12,1,1,ab,1,2,,,1,4,1,5,1,1,2
694,13,13,4,8,cb,3,2,,,3,1,1,5,1,1,2
694,14,14,4,7,bc,2,3,,,3,5,1,5,1,1,2
694,15,15,7,14,acb,1,3,2,,1,9,1,5,1,1,2
694,16,16,3,6,da,4,1,,,1,3,1,5,1,1,2
694,17,1,9,28,cda,3,4,1,,4,22,1,5,1,1,2
694,18,2,6,12,dc,4,3,,,3,30,1,5,1,1,2
694,19,3,10,34,cdb,3,4,2,,4,24,1,5,1,1,2
694,20,4,9,27,cad,3,1,4,,3,28,1,5,1,1,2
694,21,5,4,8,cb,3,2,,,2,29,1,5,1,1,2
694,22,6,4,8,cb,3,2,,,3,23,1,5,1,1,2
694,23,7,10,32,bdc,2,4,3,,4,26,1,5,1,1,2
694,24,8,9,27,cad,3,1,4,,1,32,1,5,1,1,2
694,25,9,5,9,bd,2,4,,,2,27,1,5,1,1,2
694,26,10,7,14,acb,1,3,2,,2,31,1,5,1,1,2
694,27,11,3,6,da,4,1,,,4,18,1,5,1,1,2
694,28,12,9,26,adc,1,4,3,,4,20,1,5,1,1,2
694,29,13,1,2,ba,2,1,,,2,17,1,5,1,1,2
694,30,14,9,28,cda,3,4,1,,1,21,1,5,1,1,2
694,31,15,1,2,ba,2,1,,,1,25,1,5,1,1,2
694,32,16,1,2,ba,2,1,,,1,19,1,5,1,1,2
695,1,1,9,29,dac,4,1,3,,1,30,2,6,4,3,3
695,2,2,2,3,ac,1,3,,,3,21,2,6,4,3,3
695,3,3,7,13,abc,1,2,3,,1,25,2,6,4,3,3
695,4,4,4,7,bc,2,3,,,3,23,2,6,4,3,3
695,5,5,4,8,cb,3,2,,,2,18,2,6,4,3,3
695,6,6,9,26,adc,1,4,3,,4,29,2,6,4,3,3
695,7,7,4,8,cb,3,2,,,2,22,2,6,4,3,3
695,8,8,8,19,abd,1,2,4,,1,32,2,6,4,3,3
695,9,9,9,28,cda,3,4,1,,1,24,2,6,4,3,3
695,10,10,11,50,cadb,3,1,4,2,3,20,2,6,4,3,3
695,11,11,1,2,ba,2,1,,,1,19,2,6,4,3,3
695,12,12,6,12,dc,4,3,,,4,27,2,6,4,3,3
695,13,13,6,11,cd,3,4,,,4,28,2,6,4,3,3
695,14,14,3,6,da,4,1,,,4,31,2,6,4,3,3
695,15,15,6,12,dc,4,3,,,4,26,2,6,4,3,3
695,16,16,10,34,cdb,3,4,2,,2,17,2,6,4,3,3
695,17,1,1,2,ba,2,1,,,1,14,2,6,4,3,3
695,18,2,10,32,bdc,2,4,3,,4,5,2,6,4,3,3
695,19,3,11,43,bacd,2,1,3,4,1,9,2,6,4,3,3
695,20,4,7,13,abc,1,2,3,,3,7,2,6,4,3,3
695,21,5,1,1,ab,1,2,,,1,2,2,6,4,3,3
695,22,6,2,3,ac,1,3,,,1,13,2,6,4,3,3
695,23,7,11,41,adbc,1,4,2,3,2,6,2,6,4,3,3
695,24,8,9,26,adc,1,4,3,,1,16,2,6,4,3,3
695,25,9,8,20,adb,1,4,2,,1,8,2,6,4,3,3
695,26,10,6,12,dc,4,3,,,3,4,2,6,4,3,3
695,27,11,10,35,dbc,4,2,3,,4,3,2,6,4,3,3
695,28,12,3,6,da,4,1,,,4,11,2,6,4,3,3
695,29,13,9,26,adc,1,4,3,,4,12,2,6,4,3,3
695,30,14,1,1,ab,1,2,,,1,15,2,6,4,3,3
695,31,15,4,8,cb,3,2,,,2,10,2,6,4,3,3
695,32,16,6,11,cd,3,4,,,3,1,2,6,4,3,3
696,1,1,8,19,abd,1,2,4,,2,32,1,2,3,3,1
696,2,2,4,8,cb,3,2,,,3,27,1,2,3,3,1
696,3,3,9,27,cad,3,1,4,,4,17,1,2,3,3,1
696,4,4,9,26,adc,1,4,3,,1,28,1,2,3,3,1
696,5,5,8,24,dba,4,2,1,,4,25,1,2,3,3,1
696,6,6,5,9,bd,2,4,,,2,30,1,2,3,3,1
696,7,7,6,12,dc,4,3,,,4,21,1,2,3,3,1
696,8,8,8,24,dba,4,2,1,,4,29,1,2,3,3,1
696,9,9,9,29,dac,4,1,3,,4,26,1,2,3,3,1
696,10,10,3,5,ad,1,4,,,1,24,1,2,3,3,1
696,11,11,3,5,ad,1,4,,,4,18,1,2,3,3,1
696,12,12,8,22,bda,2,4,1,,1,31,1,2,3,3,1
696,13,13,9,26,adc,1,4,3,,4,20,1,2,3,3,1
696,14,14,6,12,dc,4,3,,,3,19,1,2,3,3,1
696,15,15,4,8,cb,3,2,,,3,23,1,2,3,3,1
696,16,16,6,11,cd,3,4,,,4,22,1,2,3,3,1
696,17,1,10,33,cbd,3,2,4,,2,16,1,2,3,3,1
696,18,2,3,6,da,4,1,,,4,11,1,2,3,3,1
696,19,3,6,12,dc,4,3,,,4,1,1,2,3,3,1
696,20,4,8,24,dba,4,2,1,,2,12,1,2,3,3,1
696,21,5,7,15,bac,2,1,3,,2,9,1,2,3,3,1
696,22,6,3,5,ad,1,4,,,4,14,1,2,3,3,1
696,23,7,8,23,dab,4,1,2,,1,5,1,2,3,3,1
696,24,8,6,11,cd,3,4,,,3,13,1,2,3,3,1
696,25,9,3,5,ad,1,4,,,1,10,1,2,3,3,1
696,26,10,5,9,bd,2,4,,,2,8,1,2,3,3,1
696,27,11,6,12,dc,4,3,,,4,2,1,2,3,3,1
696,28,12,11,43,bacd,2,1,3,4,3,15,1,2,3,3,1
696,29,13,8,23,dab,4,1,2,,4,4,1,2,3,3,1
696,30,14,10,34,cdb,3,4,2,,3,3,1,2,3,3,1
696,31,15,6,12,dc,4,3,,,4,7,1,2,3,3,1
696,32,16,5,10,db,4,2,,,4,6,1,2,3,3,1
697,1,1,7,16,bca,2,3,1,,2,25,1,4,3,1,2
697,2,2,7,15,bac,2,1,3,,1,18,1,4,3,1,2
697,3,3,3,6,da,4,1,,,4,24,1,4,3,1,2
697,4,4,4,7,bc,2,3,,,2,31,1,4,3,1,2
697,5,5,11,43,bacd,2,1,3,4,1,23,1,4,3,1,2
697,6,6,10,35,dbc,4,2,3,,3,21,1,4,3,1,2
697,7,7,5,9,bd,2,4,,,4,19,1,4,3,1,2
697,8,8,2,3,ac,1,3,,,3,27,1,4,3,1,2
697,9,9,3,6,da,4,1,,,4,32,1,4,3,1,2
697,10,10,9,28,cda,3,4,1,,3,17,1,4,3,1,2
697,11,11,2,4,ca,3,1,,,1,29,1,4,3,1,2
697,12,12,9,27,cad,3,1,4,,1,26,1,4,3,1,2
697,13,13,9,25,acd,1,3,4,,3,20,1,4,3,1,2
697,14,14,8,24,dba,4,2,1,,1,22,1,4,3,1,2
697,15,15,3,5,ad,1,4,,,1,30,1,4,3,1,2
697,16,16,5,9,bd,2,4,,,4,28,1,4,3,1,2
697,17,1,6,12,dc,4,3,,,4,9,1,4,3,1,2
697,18,2,4,8,cb,3,2,,,2,2,1,4,3,1,2
697,19,3,9,29,dac,4,1,3,,1,8,1,4,3,1,2
697,20,4,6,11,cd,3,4,,,3,15,1,4,3,1,2
697,21,5,8,23,dab,4,1,2,,1,7,1,4,3,1,2
697,22,6,1,1,ab,1,2,,,1,5,1,4,3,1,2
697,23,7,6,12,dc,4,3,,,3,3,1,4,3,1,2
697,24,8,5,9,bd,2,4,,,2,11,1,4,3,1,2
697,25,9,10,36,dcb,4,3,2,,2,16,1,4,3,1,2
697,26,10,6,11,cd,3,4,,,3,1,1,4,3,1,2
697,27,11,7,14,acb,1,3,2,,1,13,1,4,3,1,2
697,28,12,1,2,ba,2,1,,,2,10,1,4,3,1,2
697,29,13,5,10,db,4,2,,,2,4,1,4,3,1,2
697,30,14,5,9,bd,2,4,,,4,6,1,4,3,1,2
697,31,15,4,8,cb,3,2,,,2,14,1,4,3,1,2
697,32,16,9,28,cda,3,4,1,,1,12,1,4,3,1,2
698,1,1,8,24,dba,4,2,1,,1,15,2,2,3,3,1
698,2,2,11,46,bcda,2,3,4,1,1,9,2,2,3,3,1
698,3,3,7,16,bca,2,3,1,,2,12,2,2,3,3,1
698,4,4,5,10,db,4,2,,,2,5,2,2,3,3,1
698,5,5,2,3,ac,1,3,,,3,1,2,2,3,3,1
698,6,6,1,1,ab,1,2,,,2,2,2,2,3,3,1
698,7,7,4,8,cb,3,2,,,3,7,2,2,3,3,1
698,8,8,10,35,dbc,4,2,3,,4,11,2,2,3,3,1
698,9,9,11,54,cdba,3,4,2,1,4,10,2,2,3,3,1
698,10,10,3,5,ad,1,4,,,4,4,2,2,3,3,1
698,11,11,4,7,bc,2,3,,,3,3,2,2,3,3,1
698,12,12,9,28,cda,3,4,1,,3,14,2,2,3,3,1
698,13,13,5,9,bd,2,4,,,2,16,2,2,3,3,1
698,14,14,1,2,ba,2,1,,,1,13,2,2,3,3,1
698,15,15,1,1,ab,1,2,,,2,6,2,2,3,3,1
698,16,16,10,36,dcb,4,3,2,,3,8,2,2,3,3,1
698,17,1,3,5,ad,1,4,,,1,31,2,2,3,3,1
698,18,2,7,14,acb,1,3,2,,1,25,2,2,3,3,1
698,19,3,11,44,badc,2,1,4,3,4,28,2,2,3,3,1
698,20,4,9,30,dca,4,3,1,,1,21,2,2,3,3,1
698,21,5,10,32,bdc,2,4,3,,4,17,2,2,3,3,1
698,22,6,9,25,acd,1,3,4,,4,18,2,2,3,3,1
698,23,7,1,1,ab,1,2,,,1,23,2,2,3,3,1
698,24,8,1,1,ab,1,2,,,1,27,2,2,3,3,1
698,25,9,5,10,db,4,2,,,2,26,2,2,3,3,1
698,26,10,10,32,bdc,2,4,3,,4,20,2,2,3,3,1
698,27,11,6,11,cd,3,4,,,4,19,2,2,3,3,1
698,28,12,8,19,abd,1,2,4,,4,30,2,2,3,3,1
698,29,13,7,14,acb,1,3,2,,3,32,2,2,3,3,1
698,30,14,5,9,bd,2,4,,,4,29,2,2,3,3,1
698,31,15,7,14,acb,1,3,2,,3,22,2,2,3,3,1
698,32,16,7,14,acb,1,3,2,,2,24,2,2,3,3,1
699,1,1,2,3,ac,1,3,,,1,28,2,2,3,1,2
699,2,2,1,2,ba,2,1,,,1,27,2,2,3,1,2
699,3,3,11,43,bacd,2,1,3,4,4,19,2,2,3,1,2
699,4,4,4,7,bc,2,3,,,3,18,2,2,3,1,2
699,5,5,2,3,ac,1,3,,,1,20,2,2,3,1,2
699,6,6,1,1,ab,1,2,,,1,25,2,2,3,1,2
699,7,7,8,20,adb,1,4,2,,2,31,2,2,3,1,2
699,8,8,8,21,bad,2,1,4,,4,24,2,2,3,1,2
699,9,9,3,5,ad,1,4,,,1,23,2,2,3,1,2
699,10,10,1,1,ab,1,2,,,1,26,2,2,3,1,2
699,11,11,4,8,cb,3,2,,,3,30,2,2,3,1,2
699,12,12,2,4,ca,3,1,,,3,17,2,2,3,1,2
699,13,13,2,4,ca,3,1,,,1,22,2,2,3,1,2
699,14,14,9,27,cad,3,1,4,,3,32,2,2,3,1,2
699,15,15,4,7,bc,2,3,,,3,21,2,2,3,1,2
699,16,16,5,10,db,4,2,,,4,29,2,2,3,1,2
699,17,1,6,12,dc,4,3,,,4,12,2,2,3,1,2
699,18,2,5,10,db,4,2,,,2,11,2,2,3,1,2
699,19,3,5,9,bd,2,4,,,4,3,2,2,3,1,2
699,20,4,10,33,cbd,3,2,4,,3,2,2,2,3,1,2
699,21,5,6,11,cd,3,4,,,4,4,2,2,3,1,2
699,22,6,5,9,bd,2,4,,,4,9,2,2,3,1,2
699,23,7,6,11,cd,3,4,,,3,15,2,2,3,1,2
699,24,8,2,3,ac,1,3,,,1,8,2,2,3,1,2
699,25,9,2,3,ac,1,3,,,1,7,2,2,3,1,2
699,26,10,3,5,ad,1,4,,,1,10,2,2,3,1,2
699,27,11,8,24,dba,4,2,1,,1,14,2,2,3,1,2
699,28,12,3,6,da,4,1,,,4,1,2,2,3,1,2
699,29,13,10,35,dbc,4,2,3,,4,6,2,2,3,1,2
699,30,14,6,11,cd,3,4,,,3,16,2,2,3,1,2
699,31,15,1,1,ab,1,2,,,1,5,2,2,3,1,2
699,32,16,4,7,bc,2,3,,,3,13,2,2,3,1,2
700,1,1,3,5,ad,1,4,,,1,22,1,2,1,3,1
700,2,2,5,10,db,4,2,,,2,30,1,2,1,3,1
700,3,3,4,7,bc,2,3,,,2,31,1,2,1,3,1
700,4,4,5,10,db,4,2,,,4,27,1,2,1,3,1
700,5,5,2,3,ac,1,3,,,1,26,1,2,1,3,1
700,6,6,5,9,bd,2,4,,,2,18,1,2,1,3,1
700,7,7,8,20,adb,1,4,2,,2,23,1,2,1,3,1
700,8,8,6,12,dc,4,3,,,4,21,1,2,1,3,1
700,9,9,2,3,ac,1,3,,,1,24,1,2,1,3,1
700,10,10,6,12,dc,4,3,,,3,20,1,2,1,3,1
700,11,11,8,24,dba,4,2,1,,1,29,1,2,1,3,1
700,12,12,8,22,bda,2,4,1,,4,19,1,2,1,3,1
700,13,13,6,12,dc,4,3,,,3,25,1,2,1,3,1
700,14,14,6,12,dc,4,3,,,4,28,1,2,1,3,1
700,15,15,8,24,dba,4,2,1,,2,32,1,2,1,3,1
700,16,16,9,29,dac,4,1,3,,3,17,1,2,1,3,1
700,17,1,10,32,bdc,2,4,3,,2,6,1,2,1,3,1
700,18,2,8,22,bda,2,4,1,,1,14,1,2,1,3,1
700,19,3,7,15,bac,2,1,3,,1,15,1,2,1,3,1
700,20,4,11,47,bdac,2,4,1,3,1,11,1,2,1,3,1
700,21,5,3,6,da,4,1,,,4,10,1,2,1,3,1
700,22,6,8,20,adb,1,4,2,,2,2,1,2,1,3,1
700,23,7,11,48,bdca,2,4,3,1,2,7,1,2,1,3,1
700,24,8,3,5,ad,1,4,,,1,5,1,2,1,3,1
700,25,9,9,27,cad,3,1,4,,1,8,1,2,1,3,1
700,26,10,10,33,cbd,3,2,4,,2,4,1,2,1,3,1
700,27,11,11,43,bacd,2,1,3,4,1,13,1,2,1,3,1
700,28,12,11,55,dabc,4,1,2,3,3,3,1,2,1,3,1
700,29,13,3,5,ad,1,4,,,1,9,1,2,1,3,1
700,30,14,2,4,ca,3,1,,,1,12,1,2,1,3,1
700,31,15,4,7,bc,2,3,,,2,16,1,2,1,3,1
700,32,16,1,2,ba,2,1,,,2,1,1,2,1,3,1
701,1,1,6,12,dc,4,3,,,4,2,2,3,3,6,2
701,2,2,8,20,adb,1,4,2,,1,12,2,3,3,6,2
701,3,3,4,7,bc,2,3,,,3,4,2,3,3,6,2
701,4,4,10,35,dbc,4,2,3,,2,5,2,3,3,6,2
701,5,5,9,25,acd,1,3,4,,1,14,2,3,3,6,2
701,6,6,8,22,bda,2,4,1,,2,16,2,3,3,6,2
701,7,7,11,37,abcd,1,2,3,4,3,10,2,3,3,6,2
701,8,8,7,17,cab,3,1,2,,1,6,2,3,3,6,2
701,9,9,1,2,ba,2,1,,,2,13,2,3,3,6,2
701,10,10,9,28,cda,3,4,1,,4,9,2,3,3,6,2
701,11,11,7,14,acb,1,3,2,,3,7,2,3,3,6,2
701,12,12,6,11,cd,3,4,,,4,15,2,3,3,6,2
701,13,13,7,14,acb,1,3,2,,1,1,2,3,3,6,2
701,14,14,9,29,dac,4,1,3,,1,3,2,3,3,6,2
701,15,15,3,5,ad,1,4,,,4,11,2,3,3,6,2
701,16,16,5,9,bd,2,4,,,2,8,2,3,3,6,2
701,17,1,5,10,db,4,2,,,4,18,2,3,3,6,2
701,18,2,5,10,db,4,2,,,2,28,2,3,3,6,2
701,19,3,11,52,cbda,3,2,4,1,4,20,2,3,3,6,2
701,20,4,1,2,ba,2,1,,,2,21,2,3,3,6,2
701,21,5,11,39,acbd,1,3,2,4,1,30,2,3,3,6,2
701,22,6,10,33,cbd,3,2,4,,2,32,2,3,3,6,2
701,23,7,4,7,bc,2,3,,,3,26,2,3,3,6,2
701,24,8,1,2,ba,2,1,,,1,22,2,3,3,6,2
701,25,9,3,5,ad,1,4,,,4,29,2,3,3,6,2
701,26,10,3,5,ad,1,4,,,4,25,2,3,3,6,2
701,27,11,11,56,dacb,4,1,3,2,3,23,2,3,3,6,2
701,28,12,11,49,cabd,3,1,2,4,4,31,2,3,3,6,2
701,29,13,4,7,bc,2,3,,,3,17,2,3,3,6,2
701,30,14,8,23,dab,4,1,2,,1,19,2,3,3,6,2
701,31,15,1,2,ba,2,1,,,1,27,2,3,3,6,2
701,32,16,10,33,cbd,3,2,4,,2,24,2,3,3,6,2
702,1,1,9,26,adc,1,4,3,,3,11,1,2,1,1,1
702,2,2,2,4,ca,3,1,,,3,6,1,2,1,1,1
702,3,3,6,11,cd,3,4,,,4,7,1,2,1,1,1
702,4,4,10,32,bdc,2,4,3,,3,1,1,2,1,1,1
702,5,5,9,25,acd,1,3,4,,4,13,1,2,1,1,1
702,6,6,5,10,db,4,2,,,2,4,1,2,1,1,1
702,7,7,10,31,bcd,2,3,4,,2,12,1,2,1,1,1
702,8,8,5,9,bd,2,4,,,4,15,1,2,1,1,1
702,9,9,11,38,abdc,1,2,4,3,1,5,1,2,1,1,1
702,10,10,10,34,cdb,3,4,2,,2,10,1,2,1,1,1
702,11,11,7,15,bac,2,1,3,,2,3,1,2,1,1,1
702,12,12,10,32,bdc,2,4,3,,2,9,1,2,1,1,1
702,13,13,9,26,adc,1,4,3,,3,14,1,2,1,1,1
702,14,14,9,25,acd,1,3,4,,4,16,1,2,1,1,1
702,15,15,9,25,acd,1,3,4,,3,2,1,2,1,1,1
702,16,16,8,22,bda,2,4,1,,2,8,1,2,1,1,1
702,17,1,5,10,db,4,2,,,4,27,1,2,1,1,1
702,18,2,3,5,ad,1,4,,,4,22,1,2,1,1,1
702,19,3,4,7,bc,2,3,,,2,23,1,2,1,1,1
702,20,4,8,21,bad,2,1,4,,1,17,1,2,1,1,1
702,21,5,2,4,ca,3,1,,,1,29,1,2,1,1,1
702,22,6,7,15,bac,2,1,3,,2,20,1,2,1,1,1
702,23,7,7,14,acb,1,3,2,,2,28,1,2,1,1,1
702,24,8,9,30,dca,4,3,1,,4,31,1,2,1,1,1
702,25,9,6,12,dc,4,3,,,3,21,1,2,1,1,1
702,26,10,11,59,dcab,4,3,1,2,2,26,1,2,1,1,1
702,27,11,4,8,cb,3,2,,,2,19,1,2,1,1,1
702,28,12,4,7,bc,2,3,,,3,25,1,2,1,1,1
702,29,13,8,22,bda,2,4,1,,2,30,1,2,1,1,1
702,30,14,6,11,cd,3,4,,,4,32,1,2,1,1,1
702,31,15,4,8,cb,3,2,,,2,18,1,2,1,1,1
702,32,16,11,57,dbac,4,2,1,3,2,24,1,2,1,1,1
703,1,1,11,50,cadb,3,1,4,2,2,2,2,2,3,1,2
703,2,2,3,5,ad,1,4,,,4,3,2,2,3,1,2
703,3,3,1,2,ba,2,1,,,1,8,2,2,3,1,2
703,4,4,4,7,bc,2,3,,,3,11,2,2,3,1,2
703,5,5,2,4,ca,3,1,,,1,14,2,2,3,1,2
703,6,6,8,19,abd,1,2,4,,1,12,2,2,3,1,2
703,7,7,6,12,dc,4,3,,,3,4,2,2,3,1,2
703,8,8,8,21,bad,2,1,4,,2,9,2,2,3,1,2
703,9,9,6,11,cd,3,4,,,4,10,2,2,3,1,2
703,10,10,11,51,cbad,3,2,1,4,2,7,2,2,3,1,2
703,11,11,9,25,acd,1,3,4,,3,15,2,2,3,1,2
703,12,12,6,12,dc,4,3,,,4,6,2,2,3,1,2
703,13,13,8,19,abd,1,2,4,,4,16,2,2,3,1,2
703,14,14,7,17,cab,3,1,2,,1,5,2,2,3,1,2
703,15,15,8,23,dab,4,1,2,,1,1,2,2,3,1,2
703,16,16,9,29,dac,4,1,3,,4,13,2,2,3,1,2
703,17,1,8,21,bad,2,1,4,,2,18,2,2,3,1,2
703,18,2,8,19,abd,1,2,4,,4,19,2,2,3,1,2
703,19,3,5,9,bd,2,4,,,4,24,2,2,3,1,2
703,20,4,10,31,bcd,2,3,4,,3,27,2,2,3,1,2
703,21,5,10,35,dbc,4,2,3,,4,30,2,2,3,1,2
703,22,6,1,1,ab,1,2,,,1,28,2,2,3,1,2
703,23,7,4,8,cb,3,2,,,3,20,2,2,3,1,2
703,24,8,2,4,ca,3,1,,,3,25,2,2,3,1,2
703,25,9,4,7,bc,2,3,,,2,26,2,2,3,1,2
703,26,10,1,1,ab,1,2,,,2,23,2,2,3,1,2
703,27,11,2,4,ca,3,1,,,3,31,2,2,3,1,2
703,28,12,1,1,ab,1,2,,,2,22,2,2,3,1,2
703,29,13,7,13,abc,1,2,3,,2,32,2,2,3,1,2
703,30,14,1,1,ab,1,2,,,1,21,2,2,3,1,2
703,31,15,9,26,adc,1,4,3,,3,17,2,2,3,1,2
703,32,16,1,1,ab,1,2,,,1,29,2,2,3,1,2
704,1,1,3,5,ad,1,4,,,4,5,1,4,4,1,2
704,2,2,8,23,dab,4,1,2,,2,10,1,4,4,1,2
704,3,3,10,35,dbc,4,2,3,,4,4,1,4,4,1,2
